picklistId,listingId,binId,quantity,fnsku,warehouseId,tracking_id,order_id
P110821-D5C584B0CB4C,LSTMSCFHCZE9PRAFRT7ZUQBME,A1610,-1,fnsku,10,FMPP0856983237,OD222547405101468000
P110821-D5C584B0CB4C,LSTMSCEEFMFW3Z7FGFXOKAFTT,A320,-1,fnsku,10,FMPC1355053950,OD122546304867408000
P110821-D5C584B0CB4C,LSTMSCEEFMFW3Z7FGFXOKAFTT,A320,-1,fnsku,10,FMPC1355099430,OD222546601296917000
P110821-D5C584B0CB4C,LSTSMPEU4BCEWX4VHSB1LHIQA,A41220,-1,fnsku,10,FMPC1355199065,OD122546869620772000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPP0856720379,OD122546124107436000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1355009471,OD122546182258033000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1355011640,OD122546197026078000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,8872388448,OD122546217052557000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,5962401940250,OD122546238491204000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPC1356050126,OD122546242358623000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355060161,OD122546275654042000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1355073884,OD122546449806638000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355100785,OD122546545195906000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPC1355124821,OD122546575915422000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355095436,OD122546619028260000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355135385,OD122546677846501000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1355144282,OD122546725252308000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355175198,OD122546797013225000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPP0856851346,OD122546805514704000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,8872403678,OD122546900072758000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPC1355261132,OD122547044947407000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1355267873,OD122547225417643000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355322710,OD122547447569138000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPP0857019193,OD122548032593075000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1354975677,OD222546070085336000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPP0856772074,OD222546196527559000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPP0856766767,OD222546236245000000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPC1355069691,OD222546353173111000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPP0856791297,OD222546371815463000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355050797,OD222546378054547000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1355086591,OD222546485954423000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1355128796,OD222546547483704000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,8872401115,OD222546839575418000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1355153455,OD222546866054368000
P110821-D4C561BF4C82,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPP0856856966,OD222546868463501000
P110821-74308A2BFD11,LSTHRCFWE4XFBXT3PZQS4HGSJ,ST-005-001-009,-1,fnsku,7,FMPC1355245621,OD122547042903810000
P110821-74308A2BFD11,LSTHWSG4Q2YH8UQUKFYZCXROU,ST-006-001-010,-1,fnsku,7,FMPC1355601502,OD222550663443065000
P110821-74308A2BFD11,LSTHRCFZKH2YNAKVPP6Y69HKM,ST-007-001-001,-1,fnsku,7,FMPC1355047935,OD222546399333541000
P110821-74308A2BFD11,LSTMSCD93YTVDPSGKAA6LIL0H,ST-008-001-003,-1,fnsku,7,FMPC1355468506,OD222548867880683000
P110821-74308A2BFD11,LSTHRCFZKH3QVCFKZGUCNRFNQ,A1030,-1,fnsku,7,FMPC1355375304,OD222547733958707000
P110821-74308A2BFD11,LSTFLTG54BQ5DWZFCZFVLG7NU,Bin N/A,-1,fnsku,7,FMPC1355716600,OD222551017094105000
P110821-74308A2BFD11,LSTFLTFTMV6MWTXZEH87REEGY,A920,-1,fnsku,7,FMPP0856969314,OD222547649441088000
P110821-74308A2BFD11,LSTFLTG3UQTWDQXH6FYNKWPAI,A740,-1,fnsku,7,FMPC1354960137,OD122545953234743000
P110821-74308A2BFD11,LSTMSCF85XDKPQ4NRZTMNJZKZ,A530,-1,fnsku,7,FMPC1355413567,OD222547811174808000
P110821-74308A2BFD11,LSTMENFVRRXNMHXBEQB42WBRJ,A230,-1,fnsku,7,FMPC1354999287,OD122546232553513000
P110821-74308A2BFD11,LSTMENFVY33VTF8FCCV4ZVQUS,A320,-1,fnsku,7,FMPP0856848017,OD122546864640753000
P110821-74308A2BFD11,LSTMSCFF8C9HEFGCYMHAOX9DX,A630,-1,fnsku,7,FMPC1355412559,OD222547814030820000
P110821-74308A2BFD11,LSTFLTFTJZAUJGFUGVM8MF63R,A270,-1,fnsku,7,FMPC1355085494,OD122546645316880000
P110821-74308A2BFD11,LSTFLTFTJZAUJGFUGVM8MF63R,A270,-1,fnsku,7,FMPC1355330383,OD122547465923247000
P110821-74308A2BFD11,LSTFLTFTJZAUJGFUGVM8MF63R,A270,-1,fnsku,7,FMPP0857048083,OD122548148093237000
P110821-74308A2BFD11,LSTFLTFTJZAUJGFUGVM8MF63R,A270,-1,fnsku,7,FMPP0856743627,OD222545968627211000
P110821-74308A2BFD11,LSTFLTFTJZAUJGFUGVM8MF63R,A270,-1,fnsku,7,FMPC1355010663,OD222546139730669000
P110821-74308A2BFD11,LSTFLTFTJZAUJGFUGVM8MF63R,A270,-1,fnsku,7,FMPP0856907112,OD222547019487109000
P110821-74308A2BFD11,LSTFLTFTJZAUJGFUGVM8MF63R,A920,-1,fnsku,7,MLFF030054543,OD222548037331548000
P110821-74308A2BFD11,LSTMSCEEFMFW3Z7FGFXOKAFTT,A400,-1,fnsku,7,FMPC1354910258,OD122545866624433000
P110821-74308A2BFD11,LSTMSCEEFMFW3Z7FGFXOKAFTT,A400,-1,fnsku,7,FMPC1355667472,OD122550914329323000
P110821-74308A2BFD11,LSTMSCEEFMFW3Z7FGFXOKAFTT,A400,-1,fnsku,7,FMPC1354988153,OD222546138048249000
P110821-74308A2BFD11,LSTMSCEEFMFW3Z7FGFXOKAFTT,A400,-1,fnsku,7,FMPC1355554437,OD222550286947806000
P110821-74308A2BFD11,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPP0857128345,OD222550162956067000
P110821-74308A2BFD11,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1355583294,OD222550437006786000
P110821-74308A2BFD11,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1355570451,OD222550508983906000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355177577,OD122546777298943000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355203269,OD122546962031634000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355235878,OD122547101891260000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPP0856925974,OD122547211615822000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355278525,OD122547278953311000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,SF83210093FLP,OD222546202434867000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355041588,OD222546333474100000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355076689,OD222546437822109000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355323161,OD222547427984472000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,2750886840,OD222550471185680000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355642665,OD222550712230719000
P110821-74308A2BFD11,LSTMSCECNPQDHJDRUXT5DIGU6,A180,-1,fnsku,7,FMPC1355677847,OD222550884253756000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1354912121,OD122545929931821000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPP0856707388,OD122545945659616000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1354924201,OD122545969466446000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,FMPC1354951339,OD122546005939766000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1354919919,OD122546028591270000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1354916444,OD122546034843916000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,2750667389,OD122546047703660000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,FMPC1354938487,OD222545908784448000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A390,-1,fnsku,7,SF83220093FLP,OD222545990013117000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,FMPC1354917824,OD222546003646833000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A350,-1,fnsku,7,5962401620431,OD222546022255947000
P110821-74308A2BFD11,LSTMSCFHBZE8GUDNKGYWVFJGV,A150,-1,fnsku,7,8872377180,OD222546025568214000
P110821-D6AD13BE9409,LSTAPCG4A5YZM2967XQY2UGBJ,ST-004-001-007,-1,fnsku,7,FMPC1355365367,OD122547749819165000
P110821-D6AD13BE9409,LSTBBTFJFVQEZZGQHGFOBYEDX,ST-004-001-007,-1,fnsku,7,FMPP0856994402,OD122547723991061000
P110821-D6AD13BE9409,LSTBBTFJFVQEZZGQHGFOBYEDX,ST-004-001-007,-1,fnsku,7,FMPC1355362992,OD122547791246508000
P110821-D6AD13BE9409,LSTBBTFJFVQEZZGQHGFOBYEDX,ST-004-001-007,-1,fnsku,7,FMPC1355403083,OD222548018052975000
P110821-D6AD13BE9409,LSTBBTFJFVQEZZGQHGFOBYEDX,ST-004-001-007,-1,fnsku,7,8872533939,OD222550580861119000
P110821-D6AD13BE9409,LSTFCKEYY4RH4HY4WG5UP9V0R,ST-006-001-009,-1,fnsku,7,2750876144,OD122546792181103000
P110821-D6AD13BE9409,LSTFCKEYY4RH4HY4WG5UP9V0R,ST-006-001-009,-1,fnsku,7,5962402288684,OD122547191481282000
P110821-D6AD13BE9409,LSTFCKEYY4RH4HY4WG5UP9V0R,ST-006-001-009,-1,fnsku,7,5962401998630,OD122547206039410000
P110821-D6AD13BE9409,LSTFCKEYY4RH4HY4WG5UP9V0R,ST-006-001-009,-1,fnsku,7,FMPC1355337179,OD222547520438218000
P110821-D6AD13BE9409,LSTCBKD96MFHVUMZSH7NWHHHD,ST-006-001-009,-1,fnsku,7,5962402044012,OD122547417250236000
P110821-D6AD13BE9409,LSTAYDG3UUDU39VRNPW732OZZ,ST-006-001-009,-1,fnsku,7,FMPP0857502297,OD222546278548402000
P110821-D6AD13BE9409,LSTFCKECFJQHDTS4KJSX8GMTG,ST-008-001-003,-1,fnsku,7,FMPC1355263969,OD222547254531942000
P110821-D6AD13BE9409,LSTFLTFSMHZCZCRUWQSKRG456,A430,-1,fnsku,7,FMPC1355128691,OD222546525697606000
P110821-D6AD13BE9409,LSTFLTFSMHZCZCRUWQSKRG456,A430,-1,fnsku,7,FMPC1355154708,OD222546809523000000
P110821-D6AD13BE9409,LSTFLTFSMHZCZCRUWQSKRG456,A430,-1,fnsku,7,FMPC1355275767,OD222547207616089000
P110821-D6AD13BE9409,LSTBRAFYBPRVGKME97KXDLYGR,A1260,-1,fnsku,7,FMPC1355309116,OD122547341719284000
P110821-D6AD13BE9409,LSTFCWE5GN3CYMVDRGFO8YHPO,A370,-1,fnsku,7,2750657835,OD222546014181348000
P110821-D6AD13BE9409,LSTFCWE5GN3CYMVDRGFO8YHPO,A370,-1,fnsku,7,FMPC1355300877,OD222547310751023000
P110821-D6AD13BE9409,LSTALOG2MC7YEWRZS9KSPQPQG,A470,-1,fnsku,7,FMPC1355092796,OD122546566824941000
P110821-D6AD13BE9409,LSTBSTF6JTA5YVW8ZYKEMW8GR,A550,-1,fnsku,7,FMPC1354942621,OD222545944904100000
P110821-D6AD13BE9409,LSTALOG2MC72K7D3YXJFZYKZV,Bin N/A,-1,fnsku,7,FMPC1355620680,OD222550578179945000
P110821-D6AD13BE9409,LSTFCWFZQNBEJFAQY9JCHYBAG,A740,-1,fnsku,7,FMPC1354936133,OD122545846543834000
P110821-D6AD13BE9409,LSTFCWFZQNBEJFAQY9JCHYBAG,A740,-1,fnsku,7,FMPC1355257760,OD122547075096889000
P110821-D6AD13BE9409,LSTFCWFZQNBEJFAQY9JCHYBAG,A740,-1,fnsku,7,FMPC1355510939,OD122550096880869000
P110821-D6AD13BE9409,LSTFCWFZQNBEJFAQY9JCHYBAG,A740,-1,fnsku,7,FMPC1355061086,OD222546264214737000
P110821-D6AD13BE9409,LSTFCWFZQNBEJFAQY9JCHYBAG,A740,-1,fnsku,7,FMPC1355373807,OD222547695771828000
P110821-D6AD13BE9409,LSTFCWFZQNBEJFAQY9JCHYBAG,A740,-1,fnsku,7,FMPC1355405123,OD222548073338007000
P110821-D6AD13BE9409,LSTFCWFZQCQGFPEXDJPVWLQNY,A890,-1,fnsku,7,FMPC1355100638,OD222546467550901000
P110821-D6AD13BE9409,LSTFCWF6H3FZTFE8HJMJIQFWB,A560,-1,fnsku,7,FMPP0856775686,OD222546309797941000
P110821-D6AD13BE9409,LSTAPCFT57HKTF4HFJYTILRPW,A480,-1,fnsku,7,FMPP0856788851,OD122546388043026000
P110821-D6AD13BE9409,LSTAPCFT57HKTF4HFJYTILRPW,A480,-1,fnsku,7,FMPC1354966472,OD222546124046719000
P110821-D6AD13BE9409,LSTFCKEGKYMACZNPAGZQN7LH7,A740,-1,fnsku,7,FMPC1354905941,OD222545900569267000
P110821-D6AD13BE9409,LSTBKPF6QXJMXQACVVELB2OYX,A980,-1,fnsku,7,FMPC1355235962,OD222547125478245000
P110821-D6AD13BE9409,LSTAPCFT5CJZDKFJH7HLXA9S5,A250,-1,fnsku,7,FMPP0856804293,OD222546491654142000
P110821-D6AD13BE9409,LSTFCKEKPSYVDFZ6ZKEZEKCLH,A300,-1,fnsku,7,FMPC1354975596,OD222546064661461000
P110821-D6AD13BE9409,LSTFCKEKPSYVDFZ6ZKEZEKCLH,A300,-1,fnsku,7,FMPC1354990285,OD222546156398201000
P110821-D6AD13BE9409,LSTFCKEKPSYVDFZ6ZKEZEKCLH,A300,-1,fnsku,7,FMPC1355596149,OD222550554773652000
P110821-D6AD13BE9409,LSTFCKEBZ9RSKHSR2S3OXZWJR,A900,-1,fnsku,7,FMPC1355686344,OD222550962862107000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1354973811,OD122546087954171000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPP0856787441,OD122546398502715000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1355255585,OD122547017915931000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1355287308,OD122547219829405000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1354930281,OD222545993189182000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1354916965,OD222546030778371000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPP0856839643,OD222546699135484000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPP0856902004,OD222547225253654000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPC1355313653,OD222547344223685000
P110821-D6AD13BE9409,LSTFLTFTJZ93NRYHKCENWAKVP,A240,-1,fnsku,7,FMPP0857086145,OD222549916638515000
P110821-D6AD13BE9409,LSTFCPG3UQCPEVZHAQFW3RABR,A180,-1,fnsku,7,FMPC1355201203,OD222546890619483000
P110821-D6AD13BE9409,LSTFCPG3UQCPEVZHAQFW3RABR,A180,-1,fnsku,7,FMPC1355555299,OD222550260827249000
